LAB,400nm,410nm,420nm,430nm,440nm,450nm,460nm,470nm,480nm,490nm,500nm,510nm,520nm,530nm,540nm,550nm,560nm,570nm,580nm,590nm,600nm,610nm,620nm,630nm,640nm,650nm,660nm,670nm,680nm,690nm,700nm,L,a,b,C,H,染料_1,濃度_1,染料_2,濃度_2,染料_3,濃度_3,染料_4,濃度_4,布號,標記,標準色片,單色光,revised,abort
L179NF012,55.87,55.77,51.62,49.68,48.95,46.11,50.05,56.05,57.76,57.21,56.1,53.87,51.73,51.25,51.03,49.99,49.06,49.6,50.62,51.12,51.59,51.95,51.27,50.18,50.34,53.26,60.09,67.14,77.19,82.52,87.27,77.07,-1.51,0.63,1.63,157.42,122,0.025,142,0.027000000000000003,162,0.026,,,FVF4398,,,FVF2666,0,0
L179NF013,8.27,6.43,5.56,4.9,4.29,3.83,3.46,3.24,3.03,2.87,2.73,2.64,2.59,2.6,2.73,2.9,3.31,3.95,4.97,6.08,7.14,7.85,8.32,9.01,10.27,12.4,15.39,18.1,21.75,24.04,27.18,24.66,19.74,1.86,19.83,5.39,432,0.728,F4U-7,1.56,461-9,0.78,,,FVF4398,,,FVF2666,0,0
L179NN006,37.34,39.53,42.72,44.79,45.86,46.04,43.98,40.72,36.36,32.14,28.42,24.85,21.79,19.0,16.59,14.24,12.19,10.42,9.07,8.06,7.14,6.4,5.96,5.87,5.98,6.33,6.67,6.88,7.04,7.28,8.36,47.78,-4.38,-40.42,40.66,263.82,261-8,1.08,F6J,0.34,,,,,FVF4673,,,FVF2184,0,0
L179NN007,22.98,20.98,19.81,19.13,18.95,18.82,19.05,19.48,20.15,20.91,21.72,22.64,23.75,24.88,25.97,27.22,28.4,28.91,29.08,29.15,29.24,29.44,29.45,29.49,29.98,32.13,36.39,40.93,48.6,54.15,61.17,58.39,3.45,12.39,12.86,74.43,228-1,0.308,244-4,0.076,264-1,0.08199999999999999,,,FVF2843,,,FVF2666,0,0
L179NN017,52.41,51.83,47.44,45.26,44.46,41.67,45.64,52.06,54.68,54.58,53.98,52.17,50.45,50.69,51.22,50.74,50.25,52.14,55.11,56.94,58.01,58.54,57.91,56.77,56.78,59.34,65.29,71.09,78.1,81.43,84.68,77.93,1.79,6.5,6.74,74.61,122,0.025,142,0.025,162,0.012,,,FVF4632,,,FVF2666,0,0
L179NN019,57.7,55.98,50.74,48.07,47.1,43.84,48.11,54.91,57.55,57.29,56.52,54.58,52.61,52.56,53.03,52.44,51.67,53.36,56.31,58.06,58.96,59.44,58.98,58.24,58.32,60.6,65.84,70.95,77.68,81.41,85.26,78.92,1.3,5.31,5.46,76.23,122,0.068,142,0.06,162,0.03,,,FVF5285,,,FVF2666,0,0
L179NN021,22.55,22.06,22.51,22.87,23.12,23.19,22.86,21.79,19.97,17.74,15.54,13.32,11.42,9.63,8.17,6.82,5.81,4.97,4.38,4.01,3.68,3.51,3.39,3.36,3.38,3.47,3.66,3.85,4.21,4.68,5.55,35.13,-3.95,-32.71,32.94,263.11,228-9,0.13,F6B-6,2.56,261-8,1.71,,,FVF2184,,,FVF2184,0,0
L179NN022,70.49,72.15,72.7,72.77,72.27,70.94,69.64,68.09,65.71,62.81,59.47,56.53,54.72,52.25,49.56,48.7,49.65,49.76,48.84,49.27,53.32,60.28,65.75,68.96,70.97,73.13,76.36,79.16,82.95,85.02,87.34,78.97,9.33,-13.67,16.55,304.31,227-1,0.0011,F51-5,0.04,264-1,0.0072,,,FVF2184,,,FVF2184,0,0
L179NN037,29.86,31.81,34.33,34.86,33.66,30.46,26.24,22.51,18.74,15.49,12.92,10.69,9.02,7.59,6.51,5.56,4.84,4.29,3.9,3.7,3.53,3.45,3.46,3.65,4.21,5.57,8.48,12.0,20.68,28.16,37.78,33.49,13.83,-45.63,47.68,286.86,F51-5,0.12,F6J,1.56,,,,,FVS4989,,,FVF2666,0,0
L179NN038,44.23,42.53,40.26,38.82,37.54,36.06,36.13,36.27,36.03,34.94,33.45,32.04,31.16,30.5,30.29,30.4,31.04,31.36,31.39,31.33,31.29,31.39,31.31,31.37,31.95,34.33,38.95,43.7,51.39,56.87,63.53,63.2,3.17,-7.01,7.69,294.34,264-1,0.08,227-1,0.02,244-4,0.094,,,FVF4244,,,FVF2184,0,0
L179NN040,5.92,3.97,3.21,3.01,2.96,3.17,3.85,5.07,7.32,8.74,8.49,7.85,7.49,7.34,7.46,8.02,9.14,10.74,12.66,14.52,16.31,17.69,18.26,18.61,19.37,21.49,25.72,30.26,38.3,44.14,51.27,38.7,13.29,24.99,28.31,62.0,322-6,1.13,F4U-7,0.51,264-1,0.18,,,FVF5166,,,FVF2666,0,0
L179NN048,11.93,9.89,8.93,8.64,8.82,9.61,11.28,13.54,16.55,17.36,15.97,13.94,12.0,10.23,8.71,7.31,6.17,5.22,4.49,3.98,3.57,3.31,3.12,3.01,2.98,3.04,3.17,3.32,3.56,3.95,4.7,34.28,-23.19,-9.2,24.95,201.65,322-6,0.32,261-8,1.38,F6B-6,1.73,,,FVF2775,,,FVF2666,0,0
L179NN063,24.3,21.14,18.01,15.01,12.29,9.97,8.13,6.92,5.99,5.34,5.0,4.81,4.76,4.91,5.28,6.09,7.68,11.08,17.12,26.46,40.08,55.54,68.53,79.31,86.59,89.91,92.16,92.17,91.61,90.74,91.45,49.27,59.21,18.03,61.89,16.93,F4A-3,1.1,F4U-7,0.165,F4X-9,1.18,,,FVF2184,,,FVF2184,0,0
L179NS001,6.72,4.9,4.28,3.99,4.01,4.24,4.93,6.2,8.48,10.49,11.06,11.07,10.63,9.99,9.22,8.27,7.37,6.49,5.78,5.28,4.93,4.76,4.7,4.83,5.16,5.74,6.92,8.31,11.99,15.86,22.16,33.42,-18.6,10.0,21.11,151.72,322-6,0.81,432,0.48,F6B-6,2.3,,,FVF5073,,,FVF2184,0,0
L179NS002,31.11,30.94,30.72,28.73,25.92,22.66,19.17,16.25,13.54,11.29,9.39,8.0,7.22,6.43,5.76,5.57,5.63,5.67,5.68,5.82,6.73,8.44,9.86,10.89,11.87,13.26,15.53,17.97,23.32,28.22,35.56,33.79,22.0,-34.51,40.93,302.51,F51-5,1.12,F4A-3,0.57,F6B-6,0.8240000000000001,,,FVF5073,,,FVF2184,0,0
L179PG004,21.05,18.51,16.47,15.63,15.42,15.6,18.16,22.26,27.25,30.94,31.4,30.7,29.51,28.1,26.85,25.94,25.25,24.24,23.19,22.48,22.25,22.18,22.01,22.03,22.51,24.62,28.79,33.2,40.91,46.74,54.1,57.7,-12.8,12.34,17.78,136.05,227-1,0.255,244-4,0.085,264-1,0.19,,,FVF5150,,,FVF2184,0,0
L179PG006,14.59,12.03,10.61,9.64,8.98,8.59,8.44,8.45,8.66,9.03,9.44,9.8,10.32,11.02,12.12,13.87,16.36,20.08,24.99,30.61,37.06,43.95,49.84,54.45,58.13,61.77,66.02,69.48,73.73,77.05,80.35,52.33,34.96,27.98,44.78,38.68,432,0.6,F4U-7,0.29,264-1,0.0085,,,FVF5150,,,FVF2184,1,0
L179PG014,20.15,18.07,16.65,15.96,15.64,15.63,16.25,17.16,18.16,18.78,18.72,18.14,17.21,16.02,14.78,13.4,12.07,10.83,9.79,9.01,8.42,8.12,8.04,8.21,8.7,9.68,11.38,13.3,17.78,22.15,28.89,43.19,-12.83,-7.63,14.92,210.74,227-1,0.063,432,0.2,F6B-6,1.05,,,FVF3936,,,FVF2666,0,0
L179UA004,29.83,27.45,24.61,23.09,22.33,22.0,24.16,27.43,30.41,31.53,31.0,29.9,29.19,28.92,28.96,29.81,31.42,33.08,34.28,34.85,35.21,35.41,35.32,35.19,35.62,38.01,42.81,47.8,55.7,61.07,67.23,62.98,2.35,10.54,10.8,77.44,227-1,0.138,244-4,0.175,264-1,0.069,,,F16K0891,,,FVF2184,0,0
L179UA005,37.06,38.85,40.14,40.81,40.67,39.46,36.91,33.85,29.83,25.89,22.42,19.23,16.55,14.21,12.24,10.46,8.99,7.72,6.84,6.22,5.76,5.51,5.42,5.64,6.31,7.64,9.85,12.24,17.59,22.64,29.98,42.88,2.2,-41.88,41.94,273.01,F6B-6,1.0,F6J,0.35,,,,,F16K0891,,,FVF2184,0,0
L179UA010,29.2,26.73,24.05,22.59,21.9,21.58,23.73,26.95,29.95,31.12,30.61,29.54,28.89,28.6,28.63,29.41,30.94,32.42,33.48,33.92,34.18,34.34,34.23,34.08,34.52,36.91,41.58,46.41,53.99,59.18,65.24,62.49,1.72,10.47,10.61,80.68,227-1,0.138,244-4,0.175,264-1,0.069,,,F17K0263,,,FVF2429,0,0
L179UA011,34.22,36.88,38.79,39.64,39.15,37.09,33.71,30.19,26.02,22.21,19.0,16.06,13.68,11.64,9.98,8.47,7.2,6.17,5.42,4.96,4.56,4.36,4.31,4.67,5.41,7.05,9.93,13.07,19.92,25.94,34.1,39.56,6.3,-44.3,44.75,278.1,F6B-6,0.5,F6J,0.75,,,,,F17K0263,,,FVF2429,0,0
L179UA012,12.34,10.17,8.44,7.28,6.49,5.88,5.4,5.09,4.73,4.31,3.95,3.74,3.64,3.71,4.03,4.55,5.79,8.78,14.74,24.78,40.26,57.36,70.83,81.24,87.81,89.88,91.27,90.82,89.29,87.92,88.93,47.78,60.69,31.32,68.29,27.3,322-6,0.34,F4S-5,2.05,F4X-9,0.25,,,F17K0263,,,FVF2429,0,0
L179UA016,29.93,27.68,24.88,23.47,22.78,22.49,24.73,28.06,31.1,32.22,31.64,30.56,29.85,29.47,29.5,30.26,31.74,33.06,33.98,34.32,34.57,34.71,34.58,34.47,34.97,37.48,42.34,47.38,55.29,60.61,66.69,63.12,1.23,9.94,10.02,82.97,227-1,0.126,244-4,0.165,264-1,0.068,,,F16K0891,,,FVF2184,0,0
L17ANN001,10.47,8.69,7.49,5.98,4.82,4.01,3.51,3.26,3.09,3.0,2.97,2.99,3.06,3.24,3.49,3.86,4.61,6.47,10.18,16.31,25.55,36.99,48.12,58.75,67.39,73.16,77.29,79.18,80.77,81.68,83.43,41.0,53.61,27.39,60.2,27.06,F24-3,1.2,F4S-5,2.6,F4U-7,0.75,,,FVF4000,,,FVF2184,0,0
L17ANN003,6.21,4.21,3.47,3.33,3.34,3.55,4.24,5.53,8.16,10.31,10.48,10.31,9.87,9.16,8.17,7.0,5.97,5.09,4.45,4.05,3.75,3.63,3.58,3.67,3.92,4.36,5.32,6.44,9.56,13.04,18.9,31.08,-21.89,9.14,23.73,157.33,322-6,1.15,F24-3,0.2,F6B-6,2.4,,,FVF4844,,,FVF2184,0,0
L17ANN004,66.22,67.61,66.37,64.3,62.05,58.38,56.24,54.55,51.08,48.27,46.75,44.27,42.06,42.5,43.82,43.58,42.91,46.72,53.1,58.01,60.91,62.02,61.67,60.62,60.59,62.86,68.35,73.54,79.61,82.2,84.53,75.75,16.09,-8.92,18.39,331.01,122,0.0045,142,0.104,162,0.021,,,FVF2184,,,FVF2184,0,0
L17ANN012,65.63,66.1,63.85,62.12,61.74,59.2,62.05,66.35,67.11,66.02,64.93,62.87,60.78,60.41,60.35,59.46,58.54,59.37,60.86,61.69,62.19,62.71,62.39,61.74,61.86,64.23,69.88,75.37,82.58,86.04,88.92,82.63,0.56,-1.21,1.33,294.65,122,0.012,142,0.02,162,0.018000000000000002,,,FVF4844,,,FVF2184,0,0
L17ANN018,23.14,21.05,19.56,18.97,18.89,19.02,20.3,22.13,24.37,26.59,28.8,31.27,34.2,37.35,40.69,44.21,47.26,49.34,50.67,51.6,52.42,53.35,53.66,53.93,54.77,57.26,61.61,65.66,71.41,75.51,79.93,71.04,7.21,31.6,32.42,77.15,227-1,0.044,228-1,0.25,264-1,0.016,,,FVF5262,,,FVF2184,0,0
L17ANN020,34.3,33.84,33.47,32.95,32.37,31.25,30.35,29.16,26.99,24.41,21.92,19.53,17.54,15.74,14.17,12.69,11.47,10.27,9.29,8.57,8.0,7.74,7.69,7.87,8.44,9.55,11.45,13.61,18.78,23.75,31.27,44.65,-2.33,-30.08,30.17,265.57,227-1,0.017,244-4,0.1,F6B-6,1.0,,,FVF4844,,,FVF2184,0,0
L17ANN028,19.46,17.25,16.12,15.64,15.51,15.53,15.95,16.65,17.72,19.01,20.49,22.32,24.3,26.39,28.34,30.21,31.53,31.79,31.68,31.58,31.61,31.87,31.92,31.94,32.69,35.2,40.15,45.42,54.23,60.33,67.44,59.82,3.08,21.32,21.54,81.79,228-1,0.46,244-4,0.011,264-1,0.084,,,FVF2184,,,FVF2184,0,0
L17ANN029,59.87,60.16,56.27,54.32,53.6,51.15,56.19,64.46,68.98,69.89,69.92,68.99,67.75,68.15,69.11,68.96,68.31,70.71,74.24,76.78,77.96,78.46,78.67,78.77,78.91,80.01,82.25,83.57,84.87,86.59,88.22,87.45,0.97,11.97,12.01,85.36,122,0.03,142,0.0142,162,0.004,,,FVF2184,,,FVF2184,0,0
L17ANN030,50.14,49.54,47.86,46.65,45.28,43.71,42.56,41.82,40.9,40.05,39.32,38.86,38.9,39.28,39.91,41.44,43.57,45.79,47.25,48.07,48.58,49.05,49.08,49.15,49.73,52.3,57.12,61.89,69.01,73.38,77.98,71.89,8.75,-0.42,8.76,357.27,228-1,0.033,244-4,0.071,264-1,0.025,,,FVF2184,,,FVF2184,0,0
L17ANN031,72.14,75.25,75.71,75.4,74.07,71.86,69.41,67.25,63.99,61.51,60.28,58.03,55.94,56.59,58.22,58.22,57.72,62.21,69.95,76.64,80.51,82.07,82.25,82.12,82.0,82.66,84.48,85.81,87.06,87.35,87.8,84.53,15.78,-4.79,16.49,343.13,142,0.04,,,,,,,FVF2184,,,FVF2184,0,0
L17ANN032,63.17,64.27,63.8,63.78,63.88,64.17,67.19,71.07,74.86,77.55,78.3,78.32,77.53,76.25,74.55,72.52,70.19,67.74,65.1,62.71,60.01,57.45,55.09,52.99,51.36,50.15,49.01,48.45,47.46,47.31,49.17,86.7,-13.55,1.95,13.69,171.79,227-1,0.006,261-8,0.032,,,,,FVF5135,,,FVF2429,0,0
L17ANN033,67.16,70.04,71.0,70.54,69.09,66.74,64.12,61.84,58.74,56.01,53.67,50.67,47.82,45.96,44.3,42.26,40.44,39.2,37.96,37.04,36.84,36.83,35.97,34.71,34.63,37.22,43.73,50.81,62.45,69.96,77.92,72.34,-0.36,-21.29,21.3,269.04,142,0.04,162,0.1,,,,,FVF5135,,,FVF2429,0,0
L17ANN037,15.29,14.52,13.42,12.55,12.17,12.04,13.58,15.99,18.34,19.29,19.05,18.44,18.16,18.09,18.34,19.29,20.97,22.86,24.5,25.5,26.19,26.64,26.64,26.72,27.26,29.5,34.04,38.94,47.59,53.84,61.47,53.18,6.01,15.49,16.62,68.81,227-1,0.22,244-4,0.276,264-1,0.078,,,FVF4994,,,FVF2666,0,0
L17ANN038,15.55,15.32,15.08,14.75,14.69,14.79,15.74,17.15,18.94,20.77,22.55,24.67,27.1,29.94,32.92,36.15,39.02,40.95,42.19,43.03,43.81,44.71,44.98,45.21,46.13,48.82,53.84,58.86,66.36,70.98,76.01,65.45,8.16,31.6,32.63,75.52,227-1,0.042,228-1,0.27,264-1,0.018000000000000002,,,FVF4994,,,FVF2666,0,0
L17ANN041,58.56,60.67,60.78,61.03,61.56,60.02,63.95,69.42,71.78,71.78,71.11,69.66,67.96,67.11,66.18,64.74,63.41,62.96,62.26,61.88,61.89,62.08,61.43,60.31,60.39,63.04,68.91,74.51,81.65,85.13,88.0,84.58,-5.07,1.19,5.21,166.79,122,0.0076,142,0.0054,162,0.011,,,FVF5302,,,FVF2429,0,0
L17ANN044,22.24,20.04,19.09,18.62,18.42,18.3,18.55,18.95,19.56,20.26,20.99,21.84,22.8,23.79,24.76,25.89,26.96,27.39,27.54,27.6,27.69,27.87,27.87,27.94,28.46,30.75,35.34,40.32,48.98,55.19,62.66,57.23,3.29,11.52,11.98,74.06,228-1,0.278,244-4,0.068,264-1,0.075,,,FVF5302,,,FVF2429,0,0
L17ANN072,13.15,11.2,9.62,7.56,5.93,4.71,3.9,3.45,3.18,3.02,2.97,3.02,3.22,3.63,4.15,4.9,6.29,9.52,15.73,25.78,40.75,57.12,70.07,79.56,85.06,86.44,87.51,87.12,86.01,85.0,86.29,47.63,60.62,34.68,69.84,29.78,F24-3,0.825,F4A-3,0.5,F4S-5,1.52,,,FVF5166,,,FVF2666,0,0
L17ANN081,8.99,6.81,5.81,4.92,4.24,3.63,3.14,2.87,2.59,2.41,2.29,2.24,2.23,2.28,2.44,2.72,3.21,4.47,6.88,10.59,15.31,18.98,20.64,21.4,22.23,23.89,27.66,32.41,38.9,43.38,50.72,30.43,36.12,12.83,38.33,19.55,F2I,0.87,F4S-5,2.35,264-1,0.13,,,FVF4832,,,FVF2666,0,0
L17ANN084,8.94,6.69,5.7,5.13,4.73,4.46,4.32,4.3,4.38,4.47,4.52,4.49,4.45,4.43,4.48,4.55,4.72,5.0,5.53,6.14,6.79,7.38,7.85,8.44,9.23,10.51,12.53,14.68,19.45,24.01,30.93,27.65,10.09,3.07,10.54,16.94,432,1.44,F4I,0.905,F6S,0.755,,,FVF5166,,,FVF2666,0,0
L17ANN091,7.87,5.9,5.04,4.67,4.35,4.16,4.05,4.0,4.03,4.08,4.1,4.08,4.04,4.02,4.1,4.19,4.37,4.68,5.23,5.85,6.57,7.21,7.76,8.36,9.11,10.24,12.04,14.64,18.93,22.68,29.22,26.73,10.98,3.48,11.51,17.59,432,1.33,F6S,0.73,F4I,1.0,,,FVF4948,,,FVF2429,0,0
L17ANS005,28.78,29.25,30.21,30.57,30.5,29.47,27.37,24.76,21.55,18.36,15.57,13.1,11.22,9.48,8.04,6.85,6.05,5.3,4.7,4.4,4.17,4.12,4.14,4.31,4.62,5.28,6.48,7.9,11.65,15.63,22.04,36.14,5.09,-39.95,40.27,277.26,F6B-6,2.14,F6J,0.081,F51-5,0.21,,,FVF5073,,,FVF2184,0,0
L17ANS006,10.18,8.37,7.1,5.56,4.38,3.61,3.12,2.89,2.72,2.63,2.61,2.63,2.71,2.89,3.14,3.5,4.21,5.93,9.51,15.81,25.86,38.32,50.09,61.32,70.37,76.18,80.41,82.25,83.89,84.39,86.24,40.87,55.71,29.31,62.95,27.75,F24-3,1.1,F4S-5,2.95,F4U-7,0.45,,,FVF5073,,,FVF2184,0,0
L17ACB007,60.54,60.99,57.76,55.45,54.64,51.62,54.27,58.55,59.12,57.51,55.64,52.87,50.15,48.55,47.08,45.19,43.52,42.66,41.85,41.17,41.19,41.26,40.82,39.83,40.01,42.83,49.82,57.35,69.02,75.42,81.17,74.01,-4.41,-9.04,10.05,244.01,122,0.014,142,0.021,162,0.054000000000000006,,,FVF4005,,,FVF2184,0,0
L17BCB010,26.37,29.58,32.49,34.45,36.39,38.8,41.38,41.95,40.28,36.99,33.24,29.32,25.76,22.21,18.96,15.85,13.16,10.89,9.02,7.6,6.34,5.34,4.6,4.18,3.9,3.74,3.62,3.58,3.49,3.59,4.01,49.37,-19.19,-31.76,37.11,238.86,261-8,1.5,F6C-5,2.5,227-1,0.015,,,FVF4230,,,FVF2429,0,0
L17BCB011,62.87,62.66,58.58,56.07,54.87,51.82,54.65,58.89,59.49,57.86,55.9,53.02,50.29,48.58,47.04,45.12,43.45,42.4,41.36,40.6,40.61,40.77,40.0,38.9,39.04,42.05,49.26,57.0,69.03,75.94,82.44,73.91,-4.81,-9.6,10.74,243.38,122,0.02,142,0.029,162,0.07200000000000001,,,FVF4230,,,FVF2429,0,0
L17BCB012,22.09,19.76,16.92,14.53,12.38,10.43,8.94,7.89,6.95,6.21,5.8,5.61,5.62,6.0,6.67,8.26,11.17,16.95,25.84,36.82,49.41,61.4,70.95,78.6,83.79,86.23,87.9,88.18,88.25,88.02,88.38,53.08,56.1,23.7,60.9,22.9,227-1,0.062,F4U-7,0.145,F4X-9,1.2,,,FVF4230,,,FVF2429,0,0
L17BCB013,7.04,6.26,5.49,4.94,4.57,4.27,4.11,4.03,4.03,4.04,4.01,3.93,3.85,3.85,3.94,4.07,4.41,4.85,5.7,6.84,8.21,9.57,10.73,12.03,13.85,16.48,19.9,22.94,26.97,29.44,32.79,28.27,17.97,5.43,18.77,16.82,432,1.28,F4I,1.34,461-9,0.48,,,FVF4848,,,FVF2429,0,0
L17BCB015,10.6,10.5,9.77,8.88,8.16,7.65,7.21,6.88,6.62,6.39,6.07,5.71,5.39,5.16,5.09,5.07,5.2,5.43,5.9,6.46,7.02,7.42,7.77,8.43,9.7,11.79,14.66,17.27,20.71,22.85,25.8,29.7,10.44,-6.5,12.3,328.08,432,0.5,F4I,0.78,461-9,0.857,,,FVF4848,,,FVF2429,0,0
L17BCB020,12.3,12.66,11.72,10.85,10.52,10.34,11.59,13.5,15.26,15.81,15.38,14.71,14.39,14.24,14.38,15.02,16.2,17.4,18.28,18.75,19.13,19.32,19.29,19.33,19.82,21.9,26.08,30.56,38.78,44.91,52.53,47.39,4.14,10.93,11.69,69.25,227-1,0.3,244-4,0.475,264-1,0.18,,,FVF4848,,,FVF2429,0,0
L17BCB021,57.07,55.57,50.18,46.96,45.37,41.7,43.75,47.1,46.42,44.51,43.26,40.88,38.76,39.57,41.33,41.32,40.72,46.1,56.34,66.31,72.83,75.58,75.67,74.84,74.92,76.2,80.48,84.05,87.74,88.89,89.85,76.14,20.92,5.18,21.55,13.91,122,0.04,142,0.12,162,0.0067,,,FVF4230,,,FVF2429,0,0
L17BCB023,14.0,13.69,13.11,12.84,12.94,13.24,15.31,17.73,19.43,19.39,17.56,15.22,13.04,11.03,9.3,7.73,6.47,5.43,4.64,4.07,3.61,3.31,3.09,2.94,2.84,2.81,2.82,2.87,2.94,3.14,3.58,35.8,-20.62,-16.43,26.37,218.55,227-1,0.17,F6B-6,1.05,261-8,1.98,,,FVF4005,,,FVF2184,0,0
L17BCB024,8.65,7.1,6.22,5.56,5.15,4.86,4.7,4.65,4.7,4.81,4.95,5.08,5.3,5.69,6.24,7.25,8.82,11.68,15.85,21.41,28.55,37.11,45.77,54.78,62.95,69.86,75.17,78.93,81.88,83.17,84.36,44.96,44.62,30.91,54.28,34.71,F24-3,1.6,F4S-5,0.65,F4U-7,0.19,,,FVF4230,,,FVF2429,0,0
L17BNF001,18.41,15.8,14.35,13.44,12.91,12.68,12.77,13.05,13.92,15.23,16.44,17.47,18.38,19.11,19.64,20.04,20.22,20.02,19.53,19.31,19.21,19.26,19.2,19.2,19.83,21.73,25.49,29.51,36.74,42.41,49.74,50.41,-0.84,12.06,12.09,94.0,432,0.35,244-4,0.05,264-1,0.165,,,FVF4029,,,FVF2429,0,0
L17BNF013,16.41,14.93,13.59,11.24,9.29,7.93,7.1,6.72,6.61,6.72,7.11,7.96,9.93,13.39,17.24,20.33,22.21,24.33,26.98,29.75,32.25,33.38,33.36,33.38,34.07,36.3,41.08,47.21,55.11,60.2,67.75,51.75,21.77,28.0,35.47,52.13,F24-3,1.3,F4A-3,0.359,264-1,0.12,,,FVF4024,,,FVF2184,0,0
L17BNF026,6.83,4.98,4.3,3.78,3.46,3.2,2.97,2.84,2.72,2.61,2.48,2.37,2.27,2.24,2.29,2.34,2.51,2.77,3.37,4.22,5.39,6.81,8.15,9.5,10.9,12.63,14.92,17.25,21.9,26.1,32.4,22.26,20.07,1.91,20.16,5.44,432,1.15,F4I,1.88,F6S,0.5,,,FVF2929,,,FVF2429,0,0
L17BNF032,8.07,6.3,5.29,4.11,3.18,2.62,2.27,2.1,2.01,1.97,2.0,2.07,2.27,2.63,3.08,3.69,4.71,7.05,11.64,19.43,31.87,47.15,60.94,72.68,80.1,83.01,84.82,85.02,84.3,83.58,85.1,43.53,59.64,40.59,72.14,34.23,F24-3,1.45,F4S-5,1.5,F4A-3,0.43,,,FVF3113,,,FVF2666,0,0
L17BNF035,14.64,12.7,11.1,8.94,7.06,5.67,4.67,4.06,3.75,3.56,3.51,3.61,3.92,4.41,5.1,6.02,7.62,11.08,17.39,27.25,41.81,58.25,71.87,82.19,87.93,89.24,90.1,89.28,87.76,86.45,87.53,49.08,59.64,32.88,68.1,28.87,F24-3,0.5,F4S-5,1.0,F4A-3,0.15,,,FVF3113,,,FVF2666,0,0
L17BNF036,26.28,26.87,27.63,27.35,25.95,23.55,20.37,17.42,14.4,11.81,9.61,7.92,6.91,5.87,4.96,4.51,4.34,4.14,3.8,3.72,4.01,4.5,4.91,5.41,6.15,7.36,9.36,12.12,16.58,20.27,26.51,30.72,16.71,-39.97,43.32,292.69,F51-5,0.95,F6B-6,0.96,F6J,0.19,,,FVF3113,,,FVF2666,0,0
L17BNF039,9.64,7.56,6.87,6.41,6.17,6.02,6.0,6.06,6.27,6.54,6.91,7.22,7.65,8.18,8.97,10.16,11.68,13.79,16.18,18.5,20.85,22.69,23.7,24.37,25.4,27.71,32.19,38.1,45.96,51.3,59.03,42.21,20.89,20.84,29.51,44.92,432,2.1,F4U-7,0.55,264-1,0.205,,,FVF4024,,,FVF2184,0,0
L17BNF041,12.31,10.55,9.96,9.61,9.42,9.31,9.34,9.34,9.24,8.81,8.18,7.48,6.91,6.41,6.08,5.78,5.53,5.36,5.25,5.2,5.15,5.17,5.21,5.36,5.63,6.05,7.01,8.15,11.26,14.68,20.37,30.2,-0.41,-11.21,11.22,267.93,327,0.27,F4I,0.71,F6S,3.0,,,FVF4024,,,FVF2184,0,0
L17BNF047,32.73,31.4,30.05,29.39,28.84,28.31,28.17,28.18,28.2,28.23,28.21,28.19,28.24,28.19,28.11,28.15,28.12,27.79,27.17,26.7,26.51,26.53,26.46,26.53,27.1,29.4,33.96,38.9,47.59,54.03,61.93,59.75,-0.25,-1.3,1.33,259.19,228-1,0.17,244-4,0.105,264-1,0.162,,,FVF4024,,,FVF2184,0,0
L17BNF048,58.2,57.0,52.57,50.28,49.26,46.55,49.42,54.09,55.07,54.34,53.4,51.42,49.34,48.75,48.46,47.44,46.24,46.69,47.35,47.59,48.1,48.43,47.71,46.74,46.95,49.77,56.85,65.83,75.72,80.44,85.34,75.38,-1.1,-1.86,2.16,239.28,122,0.044,142,0.059,162,0.076,,,FVF4024,,,FVF2184,0,0
L17BNF065,25.86,26.61,27.64,27.22,25.51,22.89,19.56,16.66,13.73,11.25,9.14,7.56,6.55,5.55,4.71,4.23,4.0,3.72,3.4,3.31,3.44,3.7,3.97,4.38,5.22,6.75,9.39,13.04,18.56,22.94,30.02,29.64,16.74,40.84,44.14,292.28,F51-5,1.34,F6B-6,0.56,F6J,0.62,,,FVF2429,,,FVF2429,0,0
L17BNF067,18.65,17.99,17.83,17.9,18.13,18.85,21.21,23.89,25.68,25.28,23.24,20.56,18.01,15.54,13.34,11.21,9.4,7.86,6.64,5.68,4.86,4.18,3.7,3.34,3.13,3.01,2.88,2.79,2.78,2.95,3.34,41.64,-23.19,-18.19,29.47,218.1,227-1,0.1,261-8,2.5,F6B-6,0.45,,,FVF2929,,,FVF2429,0,0
L17BNF068,13.32,11.16,9.8,9.02,8.61,8.48,8.66,9.06,9.83,10.93,11.91,12.63,13.25,13.68,13.9,13.98,13.76,13.2,12.69,12.24,11.75,11.45,11.29,11.61,12.83,14.97,17.89,20.5,23.73,25.73,28.67,42.3,-4.21,10.31,11.13,112.22,227-1,0.027000000000000003,432,0.523,461-9,0.495,,,FVF2929,,,FVF2429,0,0
L17BNF072,59.94,60.39,58.42,57.31,56.64,54.46,57.93,62.99,64.48,64.25,63.42,61.44,59.48,59.14,58.87,57.69,56.75,57.34,58.1,58.53,58.98,59.33,58.62,57.43,57.53,60.42,66.93,73.04,79.93,82.97,85.41,81.4,-1.59,0.62,1.71,158.63,122,0.0117,142,0.014,162,0.014,,,FVF2929,,,FVF2429,0,0
